Survived,Age,SibSp,Parch,Fare,Deck,Relatives,Age_Class,Female,Male,Master,Miss,Mr,Mrs,Class 1,Class 2,Class 3,EmbarkC,EmbarkQ,EmbarkS
1,0.36792055349407915,0.0,0.0,0.01537917417160685,0.0,0.0,0.39884816781787796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.36792055349407915,0.0,0.0,0.015411575213749286,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.49736114601658704,0.0,0.0,0.05410739813385612,0.0,0.0,0.17676859055545502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.36792055349407915,0.125,0.0,0.2859895551532101,0.25,0.1,0.13017512957779456,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.36792055349407915,0.0,0.0,0.015126992566498259,0.0,0.0,0.39884816781787796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.8240764011058055,0.0,0.0,0.020494635090094415,0.0,0.0,0.5929075447801702,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.34656948982156316,0.125,0.0,0.16038672010106003,0.0,0.1,0.12248959652614438,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.5224930887157577,0.125,0.0,0.10149724044618187,0.0,0.1,0.18581508956034015,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.36792055349407915,0.0,0.0,0.014110458666029575,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.2586076903744659,0.0,0.0,0.015712553569072387,0.0,0.0,0.2808033291116338,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.22090977632571,0.25,0.0,0.03513366015444757,0.0,0.2,0.2400940835896508,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.17064589092736868,0.125,0.0,0.021942337075458514,0.0,0.1,0.18581508956034015,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.49736114601658704,0.125,0.0,0.018493968331299484,0.0,0.1,0.5386285507508595,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.33400351847197784,0.125,0.0,0.04098927018018883,0.0,0.1,0.2400940835896508,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.015411575213749286,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,0.0,0.30000000000000004,0.022978107472408176,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.2334757476752953,0.0,0.0,0.01537917417160685,0.0,0.0,0.25366383209697846,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.36792055349407915,0.0,0.0,0.015712553569072387,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.36792055349407915,0.125,0.0,0.030253985132996517,0.0,0.1,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.36792055349407915,0.0,0.0,0.015126992566498259,0.0,0.0,0.39884816781787796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.36792055349407915,0.25,0.0,0.04231498029001666,0.0,0.2,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.22090977632571,0.125,0.0,0.034743286152731485,0.0,0.1,0.2400940835896508,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,0.0,0.5,0.0908268500090465,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2586076903744659,0.0,0.0,0.01522458606692728,0.0,0.0,0.2808033291116338,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.610454888162855,0.125,0.0,0.1497654242623688,0.5,0.1,0.21747783607743804,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.35913546117114853,0.125,0.0,0.050748620223090936,0.0,0.1,0.258187081599421,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.8115104297562202,0.0,0.16666666666666666,0.1209753416358076,0.25,0.1,0.2898498281165189,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.36792055349407915,0.0,0.0,0.06929138530460494,0.375,0.0,0.13017512957779456,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.2586076903744659,0.0,0.0,0.020494635090094415,0.0,0.0,0.18581508956034015,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.35285247549635584,0.0,0.0,0.014110458666029575,0.0,0.0,0.38257644291659126,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.05755214878110078,0.125,0.3333333333333333,0.05416439273810667,0.0,0.30000000000000004,0.04107110548217839,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.1329479768786127,0.625,0.3333333333333333,0.09154270340242172,0.0,0.7000000000000001,0.14510584403835716,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2711736617240512,0.0,0.0,0.014110458666029575,0.0,0.0,0.2943730776189615,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.4722292033174164,0.0,0.0,0.15614960068643363,0.25,0.0,0.1677220915505699,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5601910027645137,0.125,0.0,0.16293234896625058,0.375,0.1,0.1993848380676678,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.04498617743151546,0.375,0.3333333333333333,0.05445717323939373,0.0,0.5,0.050117604487063504,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.05410739813385612,0.0,0.0,0.13017512957779456,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.36792055349407915,0.125,0.16666666666666666,0.029757819776815374,0.0,0.2,0.39884816781787796,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.35913546117114853,0.0,0.0,0.020494635090094415,0.75,0.0,0.258187081599421,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.2334757476752953,0.0,0.0,0.015923941091001644,0.0,0.0,0.25366383209697846,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,0.0,0.6000000000000001,0.22652433508232314,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.32143754712239253,0.25,0.0,0.016908073949327893,0.0,0.2,0.3486520716482721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.39683337521990447,0.0,0.0,0.020494635090094415,0.0,0.0,0.28532657861407634,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.19577783362653933,0.625,0.3333333333333333,0.09154270340242172,0.0,0.7000000000000001,0.21295458657499547,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2586076903744659,0.0,0.0,0.1434624456306609,0.0,0.0,0.18581508956034015,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.32143754712239253,0.125,0.0,0.028212719478023115,0.0,0.1,0.3486520716482721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.39683337521990447,0.0,0.0,0.11027245763075773,0.0,0.0,0.4300705626922381,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.3088715757728072,0.0,0.0,0.014931805565640218,0.75,0.0,0.33508232314094444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.015411575213749286,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.015712553569072387,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.005152048253329982,0.0,0.3333333333333333,0.056604230248832196,0.0,0.2,0.0033472046318074895,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.37170143252073384,0.0,0.0,0.024349578357040744,0.0,0.0,0.40293106567758274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2711736617240512,0.0,0.0,0.017566830077223785,0.0,0.0,0.2943730776189615,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.35913546117114853,0.0,0.0,0.018542765081513996,0.0,0.0,0.3893613171702551,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.36792055349407915,0.0,0.0,0.015200187691820024,0.0,0.0,0.39884816781787796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.34656948982156316,0.0,0.0,0.09193307740413781,0.0,0.0,0.12248959652614438,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.20834380497612465,0.0,0.0,0.020494635090094415,0.0,0.0,0.1496290935407997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.4093993465694898,0.375,0.0,0.030937139635999665,0.0,0.30000000000000004,0.44364031119956576,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.19577783362653933,0.125,0.5,0.06709553154495196,0.0,0.4,0.21295458657499547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.015712553569072387,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566507,0.375,0.5,0.0998733490139316,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.2963056044232219,0.0,0.0,0.015712553569072387,0.0,0.0,0.32151257463361677,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.35913546117114853,0.0,0.0,0.015712553569072387,0.0,0.0,0.3893613171702551,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.24604171902488062,0.0,0.0,0.015330377421392339,0.0,0.0,0.26723358060430613,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.5727569741140991,0.125,0.0,0.11940564777490723,0.625,0.1,0.20390808757011036,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,0.0,0.30000000000000004,0.3486520716482721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.7361146016587082,0.0,0.0,0.014151057562208049,0.0,0.0,0.7964537723900851,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.015712553569072387,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.8869062578537321,0.0,0.0,0.06764049365134761,0.125,0.0,0.3169893251311742,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.2837396330736366,0.0,0.16666666666666666,0.12366716556464086,0.5,0.1,0.0998733490139316,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.4219653179190751,0.0,0.16666666666666666,0.044893010197349675,0.0,0.1,0.30341957662384655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.4219653179190751,0.125,0.0,0.050748620223090936,0.0,0.1,0.30341957662384655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.34656948982156316,0.0,0.0,0.015411575213749286,0.0,0.0,0.37579156866292746,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.015411575213749286,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2586076903744659,0.0,0.16666666666666666,0.15085515328815924,0.5,0.1,0.0908268500090465,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.4093993465694898,0.0,0.0,0.016891873428256675,0.0,0.0,0.44364031119956576,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.4596632319678311,0.25,0.0,0.015468569817999833,0.0,0.2,0.49791930522887645,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.34656948982156316,0.0,0.0,0.015411575213749286,0.0,0.0,0.37579156866292746,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.2586076903744659,0.0,0.0,0.014931805565640218,0.0,0.0,0.2808033291116338,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.36792055349407915,0.0,0.0,0.015175789316712771,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.4722292033174164,0.0,0.0,0.015411575213749286,0.0,0.0,0.5114890537362041,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.36792055349407915,0.125,0.0,0.04713766070721715,0.0,0.1,0.39884816781787796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.5853229454636844,0.0,0.0,0.10149724044618187,0.375,0.0,0.2084313370725529,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.17692887660216136,0.125,0.0,0.028212719478023115,0.0,0.1,0.19259996381400396,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.2711736617240512,0.0,0.0,0.015712553569072387,0.0,0.0,0.2943730776189615,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.24604171902488062,0.125,0.0,0.019177122834302632,0.0,0.1,0.26723358060430613,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.20834380497612465,0.0,0.0,0.028220722145058292,0.0,0.0,0.22652433508232314,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.2586076903744659,0.0,0.0,0.015468569817999833,0.0,0.0,0.2808033291116338,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.8806232721789394,0.0,0.0,0.015126992566498259,0.0,0.0,0.9525058802243532,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.35913546117114853,0.125,0.0,0.04098927018018883,0.0,0.1,0.258187081599421,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.2963056044232219,0.0,0.16666666666666666,0.4831284260198326,0.25,0.1,0.10439659851637416,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,0.0,0.6000000000000001,0.022978107472408176,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2586076903744659,0.25,0.0,0.1434624456306609,0.0,0.2,0.18581508956034015,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.36792055349407915,0.0,0.0,0.015712553569072387,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.40311636089469716,0.125,0.0,0.058694292654020104,0.0,0.1,0.2898498281165189,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.40311636089469716,0.0,0.0,0.025374310111545468,0.625,0.0,0.2898498281165189,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,0.5,0.1,0.2400940835896508,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.14551394822819805,0.125,0.0,0.021942337075458514,0.0,0.1,0.1586755925456848,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.36792055349407915,0.0,0.0,0.015126992566498259,0.0,0.0,0.39884816781787796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.2963056044232219,0.0,0.0,0.01393967004027879,0.0,0.0,0.32151257463361677,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.36792055349407915,0.125,0.16666666666666666,0.04364049521284362,0.75,0.2,0.39884816781787796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.5601910027645137,0.0,0.0,0.013614293309848433,0.0,0.0,0.6064772932874978,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.4093993465694898,0.0,0.0,0.015411575213749286,0.0,0.0,0.44364031119956576,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.24604171902488062,0.0,0.0,0.013760683560491965,0.0,0.0,0.26723358060430613,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.5853229454636844,0.125,0.0,0.028302115124416098,0.0,0.1,0.6336167903021531,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.35913546117114853,0.125,0.0,0.050748620223090936,0.0,0.1,0.258187081599421,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.3088715757728072,0.0,0.0,0.025374310111545468,0.0,0.0,0.22200108557988057,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.2837396330736366,0.0,0.0,0.02936744577509929,0.0,0.0,0.20390808757011036,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.2334757476752953,0.0,0.3333333333333333,0.051301584996521765,0.5,0.2,0.08178035100416138,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.4596632319678311,0.125,0.0,0.10364429745562033,0.375,0.1,0.16319884204812737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.19577783362653933,0.0,0.0,0.01798980030808316,0.0,0.0,0.21295458657499547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2963056044232219,0.0,0.0,0.15458810467956932,0.25,0.0,0.10439659851637416,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.36792055349407915,0.0,0.3333333333333333,0.029757819776815374,0.0,0.2,0.39884816781787796,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.2711736617240512,0.0,0.0,0.015126992566498259,0.0,0.0,0.2943730776189615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.2963056044232219,0.125,0.0,0.030937139635999665,0.0,0.1,0.32151257463361677,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.2334757476752953,0.0,0.0,0.013175122557917838,0.0,0.0,0.25366383209697846,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.22090977632571,0.0,0.0,0.022446505098674838,0.0,0.0,0.1586755925456848,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.2334757476752953,0.125,0.16666666666666666,0.07173122281533045,0.0,0.2,0.1677220915505699,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
